acronym,color_hex_triplet,graph_order,id,name,parent_structure_id,st_level,structure_id_path
PA,f2f1f0,491,780,Posterior amygdalar nucleus,703,,/997/8/567/688/703/780/
CNU,f2f1f0,492,623,Cerebral nuclei,567,,/997/8/567/623/
STR,f2f1f0,493,477,Striatum,623,,/997/8/567/623/477/
STRd,f2f1f0,494,485,Striatum dorsal region,477,,/997/8/567/623/477/485/
CP,f2f1f0,495,672,Caudoputamen,485,,/997/8/567/623/477/485/672/
STRv,f2f1f0,496,493,Striatum ventral region,477,,/997/8/567/623/477/493/
ACB,f2f1f0,497,56,Nucleus accumbens,493,,/997/8/567/623/477/493/56/
FS,f2f1f0,498,998,Fundus of striatum,493,,/997/8/567/623/477/493/998/
OT,f2f1f0,499,754,Olfactory tubercle,493,,/997/8/567/623/477/493/754/
isl,f2f1f0,500,481,Islands of Calleja,754,,/997/8/567/623/477/493/754/481/
islm,f2f1f0,501,489,Major island of Calleja,754,,/997/8/567/623/477/493/754/489/
OT1-3,f2f1f0,502,144,"Olfactory tubercle, layers 1-3",754,,/997/8/567/623/477/493/754/144/
OT1,f2f1f0,503,458,"Olfactory tubercle, molecular layer",754,,/997/8/567/623/477/493/754/458/
OT2,f2f1f0,504,465,"Olfactory tubercle, pyramidal layer",754,,/997/8/567/623/477/493/754/465/
OT3,f2f1f0,505,473,"Olfactory tubercle, polymorph layer",754,,/997/8/567/623/477/493/754/473/
LSX,f2f1f0,506,275,Lateral septal complex,477,,/997/8/567/623/477/275/
LS,f2f1f0,507,242,Lateral septal nucleus,275,,/997/8/567/623/477/275/242/
LSc,f2f1f0,508,250,"Lateral septal nucleus, caudal (caudodorsal) part",242,,/997/8/567/623/477/275/242/250/
LSr,f2f1f0,509,258,"Lateral septal nucleus, rostral (rostroventral) part",242,,/997/8/567/623/477/275/242/258/
LSv,f2f1f0,510,266,"Lateral septal nucleus, ventral part",242,,/997/8/567/623/477/275/242/266/
SF,f2f1f0,511,310,Septofimbrial nucleus,275,,/997/8/567/623/477/275/310/
SH,f2f1f0,512,333,Septohippocampal nucleus,275,,/997/8/567/623/477/275/333/
sAMY,f2f1f0,513,278,Striatum-like amygdalar nuclei,477,,/997/8/567/623/477/278/
AAA,f2f1f0,514,23,Anterior amygdalar area,278,,/997/8/567/623/477/278/23/
BA,f2f1f0,515,292,Bed nucleus of the accessory olfactory tract,278,,/997/8/567/623/477/278/292/
CEA,f2f1f0,516,536,Central amygdalar nucleus,278,,/997/8/567/623/477/278/536/
CEAc,f2f1f0,517,544,"Central amygdalar nucleus, capsular part",536,,/997/8/567/623/477/278/536/544/
CEAl,f2f1f0,518,551,"Central amygdalar nucleus, lateral part",536,,/997/8/567/623/477/278/536/551/
CEAm,f2f1f0,519,559,"Central amygdalar nucleus, medial part",536,,/997/8/567/623/477/278/536/559/
IA,f2f1f0,520,1105,Intercalated amygdalar nucleus,278,,/997/8/567/623/477/278/1105/
MEA,f2f1f0,521,403,Medial amygdalar nucleus,278,,/997/8/567/623/477/278/403/
MEAad,f2f1f0,522,411,"Medial amygdalar nucleus, anterodorsal part",403,,/997/8/567/623/477/278/403/411/
MEAav,f2f1f0,523,418,"Medial amygdalar nucleus, anteroventral part",403,,/997/8/567/623/477/278/403/418/
MEApd,f2f1f0,524,426,"Medial amygdalar nucleus, posterodorsal part",403,,/997/8/567/623/477/278/403/426/
MEApd-a,f2f1f0,525,472,"Medial amygdalar nucleus, posterodorsal part, sublayer a",426,,/997/8/567/623/477/278/403/426/472/
MEApd-b,f2f1f0,526,480,"Medial amygdalar nucleus, posterodorsal part, sublayer b",426,,/997/8/567/623/477/278/403/426/480/
MEApd-c,f2f1f0,527,487,"Medial amygdalar nucleus, posterodorsal part, sublayer c",426,,/997/8/567/623/477/278/403/426/487/
MEApv,f2f1f0,528,435,"Medial amygdalar nucleus, posteroventral part",403,,/997/8/567/623/477/278/403/435/
PAL,f2f1f0,529,803,Pallidum,623,,/997/8/567/623/803/
PALd,f2f1f0,530,818,"Pallidum, dorsal region",803,,/997/8/567/623/803/818/
GPe,f2f1f0,531,1022,"Globus pallidus, external segment",818,,/997/8/567/623/803/818/1022/
GPi,f2f1f0,532,1031,"Globus pallidus, internal segment",818,,/997/8/567/623/803/818/1031/
PALv,f2f1f0,533,835,"Pallidum, ventral region",803,,/997/8/567/623/803/835/
SI,f2f1f0,534,342,Substantia innominata,835,,/997/8/567/623/803/835/342/
MA,f2f1f0,535,298,Magnocellular nucleus,835,,/997/8/567/623/803/835/298/
PALm,f2f1f0,536,826,"Pallidum, medial region",803,,/997/8/567/623/803/826/
MSC,f2f1f0,537,904,Medial septal complex,826,,/997/8/567/623/803/826/904/
MS,f2f1f0,538,564,Medial septal nucleus,904,,/997/8/567/623/803/826/904/564/
NDB,f2f1f0,539,596,Diagonal band nucleus,904,,/997/8/567/623/803/826/904/596/
TRS,f2f1f0,540,581,Triangular nucleus of septum,826,,/997/8/567/623/803/826/581/
PALc,f2f1f0,541,809,"Pallidum, caudal region",803,,/997/8/567/623/803/809/
BST,f2f1f0,542,351,Bed nuclei of the stria terminalis,809,,/997/8/567/623/803/809/351/
BSTa,f2f1f0,543,359,"Bed nuclei of the stria terminalis, anterior division",351,,/997/8/567/623/803/809/351/359/
BSTal,f2f1f0,544,537,"Bed nuclei of the stria terminalis, anterior division, anterolateral area",359,,/997/8/567/623/803/809/351/359/537/
BSTam,f2f1f0,545,498,"Bed nuclei of the stria terminalis, anterior division, anteromedial area",359,,/997/8/567/623/803/809/351/359/498/
BSTdm,f2f1f0,546,505,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus",359,,/997/8/567/623/803/809/351/359/505/
BSTfu,f2f1f0,547,513,"Bed nuclei of the stria terminalis, anterior division, fusiform nucleus",359,,/997/8/567/623/803/809/351/359/513/
BSTju,f2f1f0,548,546,"Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus",359,,/997/8/567/623/803/809/351/359/546/
BSTmg,f2f1f0,549,521,"Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus",359,,/997/8/567/623/803/809/351/359/521/
BSTov,f2f1f0,550,554,"Bed nuclei of the stria terminalis, anterior division, oval nucleus",359,,/997/8/567/623/803/809/351/359/554/
BSTrh,f2f1f0,551,562,"Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus",359,,/997/8/567/623/803/809/351/359/562/
BSTv,f2f1f0,552,529,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus",359,,/997/8/567/623/803/809/351/359/529/
BSTp,f2f1f0,553,367,"Bed nuclei of the stria terminalis, posterior division",351,,/997/8/567/623/803/809/351/367/
BSTd,f2f1f0,554,569,"Bed nuclei of the stria terminalis, posterior division, dorsal nucleus",367,,/997/8/567/623/803/809/351/367/569/
BSTpr,f2f1f0,555,578,"Bed nuclei of the stria terminalis, posterior division, principal nucleus",367,,/997/8/567/623/803/809/351/367/578/
BSTif,f2f1f0,556,585,"Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus",367,,/997/8/567/623/803/809/351/367/585/
BSTtr,f2f1f0,557,594,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus",367,,/997/8/567/623/803/809/351/367/594/
BSTse,f2f1f0,558,602,"Bed nuclei of the stria terminalis, posterior division, strial extension",367,,/997/8/567/623/803/809/351/367/602/
BAC,f2f1f0,559,287,Bed nucleus of the anterior commissure,809,,/997/8/567/623/803/809/287/
BS,f2f1f0,560,343,Brain stem,8,,/997/8/343/
IB,f2f1f0,561,1129,Interbrain,343,,/997/8/343/1129/
TH,f2f1f0,562,549,Thalamus,1129,,/997/8/343/1129/549/
DORsm,f2f1f0,563,864,"Thalamus, sensory-motor cortex related",549,,/997/8/343/1129/549/864/
VENT,f2f1f0,564,637,Ventral group of the dorsal thalamus,864,,/997/8/343/1129/549/864/637/
VAL,f2f1f0,565,629,Ventral anterior-lateral complex of the thalamus,637,,/997/8/343/1129/549/864/637/629/
VM,f2f1f0,566,685,Ventral medial nucleus of the thalamus,637,,/997/8/343/1129/549/864/637/685/
VP,f2f1f0,567,709,Ventral posterior complex of the thalamus,637,,/997/8/343/1129/549/864/637/709/
VPL,f2f1f0,568,718,Ventral posterolateral nucleus of the thalamus,709,,/997/8/343/1129/549/864/637/709/718/
VPLpc,f2f1f0,569,725,"Ventral posterolateral nucleus of the thalamus, parvicellular part",709,,/997/8/343/1129/549/864/637/709/725/
VPM,f2f1f0,570,733,Ventral posteromedial nucleus of the thalamus,709,,/997/8/343/1129/549/864/637/709/733/
VPMpc,f2f1f0,571,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",709,,/997/8/343/1129/549/864/637/709/741/
SPF,f2f1f0,572,406,Subparafascicular nucleus,864,,/997/8/343/1129/549/864/406/
SPFm,f2f1f0,573,414,"Subparafascicular nucleus, magnocellular part",406,,/997/8/343/1129/549/864/406/414/
SPFp,f2f1f0,574,422,"Subparafascicular nucleus, parvicellular part",406,,/997/8/343/1129/549/864/406/422/
SPA,f2f1f0,575,609,Subparafascicular area,864,,/997/8/343/1129/549/864/609/
PP,f2f1f0,576,1044,Peripeduncular nucleus,864,,/997/8/343/1129/549/864/1044/
GENd,f2f1f0,577,1008,"Geniculate group, dorsal thalamus",864,,/997/8/343/1129/549/864/1008/
MG,f2f1f0,578,475,Medial geniculate complex,1008,,/997/8/343/1129/549/864/1008/475/
MGd,f2f1f0,579,1072,"Medial geniculate complex, dorsal part",475,,/997/8/343/1129/549/864/1008/475/1072/
MGv,f2f1f0,580,1079,"Medial geniculate complex, ventral part",475,,/997/8/343/1129/549/864/1008/475/1079/
MGm,f2f1f0,581,1088,"Medial geniculate complex, medial part",475,,/997/8/343/1129/549/864/1008/475/1088/
LGd,f2f1f0,582,170,Dorsal part of the lateral geniculate complex,1008,,/997/8/343/1129/549/864/1008/170/
DORpm,f2f1f0,583,856,"Thalamus, polymodal association cortex related",549,,/997/8/343/1129/549/856/
LAT,f2f1f0,584,138,Lateral group of the dorsal thalamus,856,,/997/8/343/1129/549/856/138/
LP,f2f1f0,585,218,Lateral posterior nucleus of the thalamus,138,,/997/8/343/1129/549/856/138/218/
PO,f2f1f0,586,1020,Posterior complex of the thalamus,138,,/997/8/343/1129/549/856/138/1020/
POL,f2f1f0,587,1029,Posterior limiting nucleus of the thalamus,138,,/997/8/343/1129/549/856/138/1029/
SGN,f2f1f0,588,325,Suprageniculate nucleus,138,,/997/8/343/1129/549/856/138/325/
ATN,f2f1f0,589,239,Anterior group of the dorsal thalamus,856,,/997/8/343/1129/549/856/239/
AV,f2f1f0,590,255,Anteroventral nucleus of thalamus,239,,/997/8/343/1129/549/856/239/255/
AM,f2f1f0,591,127,Anteromedial nucleus,239,,/997/8/343/1129/549/856/239/127/
AMd,f2f1f0,592,1096,"Anteromedial nucleus, dorsal part",127,,/997/8/343/1129/549/856/239/127/1096/
AMv,f2f1f0,593,1104,"Anteromedial nucleus, ventral part",127,,/997/8/343/1129/549/856/239/127/1104/
AD,f2f1f0,594,64,Anterodorsal nucleus,239,,/997/8/343/1129/549/856/239/64/
IAM,f2f1f0,595,1120,Interanteromedial nucleus of the thalamus,239,,/997/8/343/1129/549/856/239/1120/
IAD,f2f1f0,596,1113,Interanterodorsal nucleus of the thalamus,239,,/997/8/343/1129/549/856/239/1113/
LD,f2f1f0,597,155,Lateral dorsal nucleus of thalamus,239,,/997/8/343/1129/549/856/239/155/
MED,f2f1f0,598,444,Medial group of the dorsal thalamus,856,,/997/8/343/1129/549/856/444/
IMD,f2f1f0,599,59,Intermediodorsal nucleus of the thalamus,444,,/997/8/343/1129/549/856/444/59/
MD,f2f1f0,600,362,Mediodorsal nucleus of thalamus,444,,/997/8/343/1129/549/856/444/362/
MDc,f2f1f0,601,617,"Mediodorsal nucleus of the thalamus, central part",362,,/997/8/343/1129/549/856/444/362/617/
MDl,f2f1f0,602,626,"Mediodorsal nucleus of the thalamus, lateral part",362,,/997/8/343/1129/549/856/444/362/626/
MDm,f2f1f0,603,636,"Mediodorsal nucleus of the thalamus, medial part",362,,/997/8/343/1129/549/856/444/362/636/
SMT,f2f1f0,604,366,Submedial nucleus of the thalamus,444,,/997/8/343/1129/549/856/444/366/
PR,f2f1f0,605,1077,Perireunensis nucleus,444,,/997/8/343/1129/549/856/444/1077/
MTN,f2f1f0,606,571,Midline group of the dorsal thalamus,856,,/997/8/343/1129/549/856/571/
PVT,f2f1f0,607,149,Paraventricular nucleus of the thalamus,571,,/997/8/343/1129/549/856/571/149/
PT,f2f1f0,608,15,Parataenial nucleus,571,,/997/8/343/1129/549/856/571/15/
RE,f2f1f0,609,181,Nucleus of reunions,571,,/997/8/343/1129/549/856/571/181/
ILM,f2f1f0,610,51,Intralaminar nuclei of the dorsal thalamus,856,,/997/8/343/1129/549/856/51/
RH,f2f1f0,611,189,Rhomboid nucleus,51,,/997/8/343/1129/549/856/51/189/
CM,f2f1f0,612,599,Central medial nucleus of the thalamus,51,,/997/8/343/1129/549/856/51/599/
PCN,f2f1f0,613,907,Paracentral nucleus,51,,/997/8/343/1129/549/856/51/907/
CL,f2f1f0,614,575,Central lateral nucleus of the thalamus,51,,/997/8/343/1129/549/856/51/575/
PF,f2f1f0,615,930,Parafascicular nucleus,51,,/997/8/343/1129/549/856/51/930/
RT,f2f1f0,616,262,Reticular nucleus of the thalamus,856,,/997/8/343/1129/549/856/262/
GENv,f2f1f0,617,1014,"Geniculate group, ventral thalamus",856,,/997/8/343/1129/549/856/1014/
IGL,f2f1f0,618,27,Intergeniculate leaflet of the lateral geniculate complex,1014,,/997/8/343/1129/549/856/1014/27/
LGv,f2f1f0,619,178,Ventral part of the lateral geniculate complex,1014,,/997/8/343/1129/549/856/1014/178/
LGvl,f2f1f0,620,300,"Ventral part of the lateral geniculate complex, lateral zone",178,,/997/8/343/1129/549/856/1014/178/300/
LGvm,f2f1f0,621,316,"Ventral part of the lateral geniculate complex, medial zone",178,,/997/8/343/1129/549/856/1014/178/316/
SubG,f2f1f0,622,321,Subgeniculate nucleus,1014,,/997/8/343/1129/549/856/1014/321/
EPI,f2f1f0,623,958,Epithalamus,856,,/997/8/343/1129/549/856/958/
MH,f2f1f0,624,483,Medial habenula,958,,/997/8/343/1129/549/856/958/483/
LH,f2f1f0,625,186,Lateral habenula,958,,/997/8/343/1129/549/856/958/186/
PIN,f2f1f0,626,953,Pineal body,958,,/997/8/343/1129/549/856/958/953/
HY,f2f1f0,627,1097,Hypothalamus,1129,,/997/8/343/1129/1097/
PVZ,f2f1f0,628,157,Periventricular zone,1097,,/997/8/343/1129/1097/157/
SO,f2f1f0,629,390,Supraoptic nucleus,157,,/997/8/343/1129/1097/157/390/
ASO,f2f1f0,630,332,Accessory supraoptic group,157,,/997/8/343/1129/1097/157/332/
NC,f2f1f0,631,432,Nucleus circularis,332,,/997/8/343/1129/1097/157/332/432/
PVH,f2f1f0,632,38,Paraventricular hypothalamic nucleus,157,,/997/8/343/1129/1097/157/38/
PVHm,f2f1f0,633,71,"Paraventricular hypothalamic nucleus, magnocellular division",38,,/997/8/343/1129/1097/157/38/71/
PVHam,f2f1f0,634,47,"Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part",71,,/997/8/343/1129/1097/157/38/71/47/
PVHmm,f2f1f0,635,79,"Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part",71,,/997/8/343/1129/1097/157/38/71/79/
PVHpm,f2f1f0,636,103,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part",71,,/997/8/343/1129/1097/157/38/71/103/
PVHpml,f2f1f0,637,652,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone",103,,/997/8/343/1129/1097/157/38/71/103/652/
PVHpmm,f2f1f0,638,660,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone",103,,/997/8/343/1129/1097/157/38/71/103/660/
PVHp,f2f1f0,639,94,"Paraventricular hypothalamic nucleus, parvicellular division",38,,/997/8/343/1129/1097/157/38/94/
PVHap,f2f1f0,640,55,"Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part",94,,/997/8/343/1129/1097/157/38/94/55/
PVHmpd,f2f1f0,641,87,"Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone",94,,/997/8/343/1129/1097/157/38/94/87/
PVHpv,f2f1f0,642,110,"Paraventricular hypothalamic nucleus, parvicellular division, periventricular part",94,,/997/8/343/1129/1097/157/38/94/110/
PVa,f2f1f0,643,30,"Periventricular hypothalamic nucleus, anterior part",157,,/997/8/343/1129/1097/157/30/
PVi,f2f1f0,644,118,"Periventricular hypothalamic nucleus, intermediate part",157,,/997/8/343/1129/1097/157/118/
ARH,f2f1f0,645,223,Arcuate hypothalamic nucleus,157,,/997/8/343/1129/1097/157/223/
PVR,f2f1f0,646,141,Periventricular region,1097,,/997/8/343/1129/1097/141/
ADP,f2f1f0,647,72,Anterodorsal preoptic nucleus,141,,/997/8/343/1129/1097/141/72/
AHA,f2f1f0,648,80,Anterior hypothalamic area,141,,/997/8/343/1129/1097/141/80/
AVP,f2f1f0,649,263,Anteroventral preoptic nucleus,141,,/997/8/343/1129/1097/141/263/
AVPV,f2f1f0,650,272,Anteroventral periventricular nucleus,141,,/997/8/343/1129/1097/141/272/
DMH,f2f1f0,651,830,Dorsomedial nucleus of the hypothalamus,141,,/997/8/343/1129/1097/141/830/
DMHa,f2f1f0,652,668,"Dorsomedial nucleus of the hypothalamus, anterior part",830,,/997/8/343/1129/1097/141/830/668/
DMHp,f2f1f0,653,676,"Dorsomedial nucleus of the hypothalamus, posterior part",830,,/997/8/343/1129/1097/141/830/676/
DMHv,f2f1f0,654,684,"Dorsomedial nucleus of the hypothalamus, ventral part",830,,/997/8/343/1129/1097/141/830/684/
MEPO,f2f1f0,655,452,Median preoptic nucleus,141,,/997/8/343/1129/1097/141/452/
MPO,f2f1f0,656,523,Medial preoptic area,141,,/997/8/343/1129/1097/141/523/
OV,f2f1f0,657,763,Vascular organ of the lamina terminalis,141,,/997/8/343/1129/1097/141/763/
PD,f2f1f0,658,914,Posterodorsal preoptic nucleus,141,,/997/8/343/1129/1097/141/914/
PS,f2f1f0,659,1109,Parastrial nucleus,141,,/997/8/343/1129/1097/141/1109/
PSCH,f2f1f0,660,1124,Suprachiasmatic preoptic nucleus,141,,/997/8/343/1129/1097/141/1124/
PVp,f2f1f0,661,126,"Periventricular hypothalamic nucleus, posterior part",141,,/997/8/343/1129/1097/141/126/
PVpo,f2f1f0,662,133,"Periventricular hypothalamic nucleus, preoptic part",141,,/997/8/343/1129/1097/141/133/
SBPV,f2f1f0,663,347,Subparaventricular zone,141,,/997/8/343/1129/1097/141/347/
SCH,f2f1f0,664,286,Suprachiasmatic nucleus,141,,/997/8/343/1129/1097/141/286/
SFO,f2f1f0,665,338,Subfornical organ,141,,/997/8/343/1129/1097/141/338/
VLPO,f2f1f0,666,689,Ventrolateral preoptic nucleus,141,,/997/8/343/1129/1097/141/689/
MEZ ,f2f1f0,667,467,Hypothalamic medial zone,1097,,/997/8/343/1129/1097/467/
AHN,f2f1f0,668,88,Anterior hypothalamic nucleus,467,,/997/8/343/1129/1097/467/88/
AHNa,f2f1f0,669,700,"Anterior hypothalamic nucleus, anterior part",88,,/997/8/343/1129/1097/467/88/700/
AHNc,f2f1f0,670,708,"Anterior hypothalamic nucleus, central part",88,,/997/8/343/1129/1097/467/88/708/
AHNd,f2f1f0,671,716,"Anterior hypothalamic nucleus, dorsal part",88,,/997/8/343/1129/1097/467/88/716/
AHNp,f2f1f0,672,724,"Anterior hypothalamic nucleus, posterior part",88,,/997/8/343/1129/1097/467/88/724/
MBO,f2f1f0,673,331,Mammillary body,467,,/997/8/343/1129/1097/467/331/
LM,f2f1f0,674,210,Lateral mammillary nucleus,331,,/997/8/343/1129/1097/467/331/210/
MM,f2f1f0,675,491,Medial mammillary nucleus,331,,/997/8/343/1129/1097/467/331/491/
Mmme,f2f1f0,676,732,"Medial mammillary nucleus, median part",491,,/997/8/343/1129/1097/467/331/491/732/
SUM ,f2f1f0,677,525,Supramammillary nucleus,331,,/997/8/343/1129/1097/467/331/525/
SUMl,f2f1f0,678,1110,"Supramammillary nucleus, lateral part",525,,/997/8/343/1129/1097/467/331/525/1110/
SUMm,f2f1f0,679,1118,"Supramammillary nucleus, medial part",525,,/997/8/343/1129/1097/467/331/525/1118/
TM,f2f1f0,680,557,Tuberomammillary nucleus,331,,/997/8/343/1129/1097/467/331/557/
TMd,f2f1f0,681,1126,"Tuberomammillary nucleus, dorsal part",557,,/997/8/343/1129/1097/467/331/557/1126/
TMv,f2f1f0,682,1,"Tuberomammillary nucleus, ventral part",557,,/997/8/343/1129/1097/467/331/557/1/
MPN,f2f1f0,683,515,Medial preoptic nucleus,467,,/997/8/343/1129/1097/467/515/
MPNc,f2f1f0,684,740,"Medial preoptic nucleus, central part",515,,/997/8/343/1129/1097/467/515/740/
MPNl,f2f1f0,685,748,"Medial preoptic nucleus, lateral part",515,,/997/8/343/1129/1097/467/515/748/
MPNm,f2f1f0,686,756,"Medial preoptic nucleus, medial part",515,,/997/8/343/1129/1097/467/515/756/
PMd,f2f1f0,687,980,Dorsal premammillary nucleus,467,,/997/8/343/1129/1097/467/980/
PMv,f2f1f0,688,1004,Ventral premammillary nucleus,467,,/997/8/343/1129/1097/467/1004/
PVHd,f2f1f0,689,63,"Paraventricular hypothalamic nucleus, descending division",467,,/997/8/343/1129/1097/467/63/
PVHdp,f2f1f0,690,439,"Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part",63,,/997/8/343/1129/1097/467/63/439/
PVHf,f2f1f0,691,447,"Paraventricular hypothalamic nucleus, descending division, forniceal part",63,,/997/8/343/1129/1097/467/63/447/
PVHlp,f2f1f0,692,455,"Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part",63,,/997/8/343/1129/1097/467/63/455/
PVHmpv,f2f1f0,693,464,"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone",63,,/997/8/343/1129/1097/467/63/464/
VMH,f2f1f0,694,693,Ventromedial hypothalamic nucleus,467,,/997/8/343/1129/1097/467/693/
VMHa,f2f1f0,695,761,"Ventromedial hypothalamic nucleus, anterior part",693,,/997/8/343/1129/1097/467/693/761/
VMHc,f2f1f0,696,769,"Ventromedial hypothalamic nucleus, central part",693,,/997/8/343/1129/1097/467/693/769/
VMHdm,f2f1f0,697,777,"Ventromedial hypothalamic nucleus, dorsomedial part",693,,/997/8/343/1129/1097/467/693/777/
VMHvl,f2f1f0,698,785,"Ventromedial hypothalamic nucleus, ventrolateral part",693,,/997/8/343/1129/1097/467/693/785/
PH,f2f1f0,699,946,Posterior hypothalamic nucleus,467,,/997/8/343/1129/1097/467/946/
LZ,f2f1f0,700,290,Hypothalamic lateral zone,1097,,/997/8/343/1129/1097/290/
LHA,f2f1f0,701,194,Lateral hypothalamic area,290,,/997/8/343/1129/1097/290/194/
LPO,f2f1f0,702,226,Lateral preoptic area,290,,/997/8/343/1129/1097/290/226/
PST,f2f1f0,703,356,Preparasubthalamic nucleus,290,,/997/8/343/1129/1097/290/356/
PSTN,f2f1f0,704,364,Parasubthalamic nucleus,290,,/997/8/343/1129/1097/290/364/
RCH,f2f1f0,705,173,Retrochiasmatic area,290,,/997/8/343/1129/1097/290/173/
STN,f2f1f0,706,470,Subthalamic nucleus,290,,/997/8/343/1129/1097/290/470/
TU,f2f1f0,707,614,Tuberal nucleus,290,,/997/8/343/1129/1097/290/614/
ZI,f2f1f0,708,797,Zona incerta,290,,/997/8/343/1129/1097/290/797/
A13,f2f1f0,709,796,Dopaminergic A13 group,797,,/997/8/343/1129/1097/290/797/796/
FF,f2f1f0,710,804,Fields of Forel,797,,/997/8/343/1129/1097/290/797/804/
ME,f2f1f0,711,10671,Median eminence,1097,,/997/8/343/1129/1097/10671/
MB,f2f1f0,712,313,Midbrain,343,,/997/8/343/313/
MBsen,f2f1f0,713,339,"Midbrain, sensory related",313,,/997/8/343/313/339/
SCs,f2f1f0,714,302,"Superior colliculus, sensory related",339,,/997/8/343/313/339/302/
SCop,f2f1f0,715,851,"Superior colliculus, optic layer",302,,/997/8/343/313/339/302/851/
SCsg,f2f1f0,716,842,"Superior colliculus, superficial gray layer",302,,/997/8/343/313/339/302/842/
SCzo,f2f1f0,717,834,"Superior colliculus, zonal layer",302,,/997/8/343/313/339/302/834/
IC,f2f1f0,718,4,Inferior colliculus,339,,/997/8/343/313/339/4/
ICc,f2f1f0,719,811,"Inferior colliculus, central nucleus",4,,/997/8/343/313/339/4/811/
ICd,f2f1f0,720,820,"Inferior colliculus, dorsal nucleus",4,,/997/8/343/313/339/4/820/
ICe,f2f1f0,721,828,"Inferior colliculus, external nucleus",4,,/997/8/343/313/339/4/828/
NB,f2f1f0,722,580,Nucleus of the brachium of the inferior colliculus,339,,/997/8/343/313/339/580/
SAG,f2f1f0,723,271,Nucleus sagulum,339,,/997/8/343/313/339/271/
PBG,f2f1f0,724,874,Parabigeminal nucleus,339,,/997/8/343/313/339/874/
MEV,f2f1f0,725,460,Midbrain trigeminal nucleus,339,,/997/8/343/313/339/460/
MBmot,f2f1f0,726,323,"Midbrain, motor related",313,,/997/8/343/313/323/
SNr,f2f1f0,727,381,"Substantia nigra, reticular part",323,,/997/8/343/313/323/381/
VTA,f2f1f0,728,749,Ventral tegmental area,323,,/997/8/343/313/323/749/
RR,f2f1f0,729,246,"Midbrain reticular nucleus, retrorubral area",323,,/997/8/343/313/323/246/
MRN,f2f1f0,730,128,Midbrain reticular nucleus,323,,/997/8/343/313/323/128/
MRNm,f2f1f0,731,539,"Midbrain reticular nucleus, magnocellular part",128,,/997/8/343/313/323/128/539/
MRNmg,f2f1f0,732,548,"Midbrain reticular nucleus, magnocellular part, general",128,,/997/8/343/313/323/128/548/
MRNp,f2f1f0,733,555,"Midbrain reticular nucleus, parvicellular part",128,,/997/8/343/313/323/128/555/
SCm,f2f1f0,734,294,"Superior colliculus, motor related",323,,/997/8/343/313/323/294/
SCdg,f2f1f0,735,26,"Superior colliculus, motor related, deep gray layer",294,,/997/8/343/313/323/294/26/
SCdw,f2f1f0,736,42,"Superior colliculus, motor related, deep white layer",294,,/997/8/343/313/323/294/42/
SCiw,f2f1f0,737,17,"Superior colliculus, motor related, intermediate white layer",294,,/997/8/343/313/323/294/17/
SCig,f2f1f0,738,10,"Superior colliculus, motor related, intermediate gray layer",294,,/997/8/343/313/323/294/10/
SCig-a,f2f1f0,739,494,"Superior colliculus, motor related, intermediate gray layer, sublayer a",10,,/997/8/343/313/323/294/10/494/
SCig-b,f2f1f0,740,503,"Superior colliculus, motor related, intermediate gray layer, sublayer b",10,,/997/8/343/313/323/294/10/503/
SCig-c,f2f1f0,741,511,"Superior colliculus, motor related, intermediate gray layer, sublayer c",10,,/997/8/343/313/323/294/10/511/
PAG,f2f1f0,742,795,Periaqueductal gray,323,,/997/8/343/313/323/795/
PRC,f2f1f0,743,50,Precommissural nucleus,795,,/997/8/343/313/323/795/50/
INC,f2f1f0,744,67,Interstitial nucleus of Cajal,795,,/997/8/343/313/323/795/67/
ND,f2f1f0,745,587,Nucleus of Darkschewitsch,795,,/997/8/343/313/323/795/587/
PRT,f2f1f0,746,1100,Pretectal region,323,,/997/8/343/313/323/1100/
APN,f2f1f0,747,215,Anterior pretectal nucleus,1100,,/997/8/343/313/323/1100/215/
MPT,f2f1f0,748,531,Medial pretectal area,1100,,/997/8/343/313/323/1100/531/
NOT,f2f1f0,749,628,Nucleus of the optic tract,1100,,/997/8/343/313/323/1100/628/
NPC,f2f1f0,750,634,Nucleus of the posterior commissure,1100,,/997/8/343/313/323/1100/634/
OP,f2f1f0,751,706,Olivary pretectal nucleus,1100,,/997/8/343/313/323/1100/706/
